userid,gender,no_of_days,no_os_calls,enrolled
2073,Female,1,3,No
2074,Male,21,4,No
2075,Male,7,6,No
2076,Male,6,8,Yes
2077,Female,14,7,No
2078,Male,2,4,No
2079,Female,27,2,No
2080,Male,4,2,Yes
2081,Male,11,4,No
2082,Male,15,6,Yes
2083,Male,18,3,Yes
2084,Female,27,6,No
2085,Female,1,5,No
2086,Male,3,5,Yes
2087,Male,3,2,Yes
2088,Female,28,8,No
2089,Female,7,5,No
2090,Female,1,2,No
2091,Female,25,7,No
2092,Male,11,9,No
2093,Female,6,9,Yes
2094,Male,20,1,Yes
2095,Female,3,7,Yes
2096,Female,19,9,Yes
2097,Female,2,6,Yes
2098,Female,18,1,No
2099,Female,30,2,Yes
2100,Male,12,4,No
2101,Male,29,4,Yes
2102,Female,10,2,Yes
2103,Female,5,8,No
2104,Male,9,2,Yes
2105,Female,2,3,Yes
2106,Female,2,4,Yes
2107,Male,28,9,Yes
2108,Female,6,1,No
2109,Female,29,8,Yes
2110,Male,10,5,Yes
2111,Male,18,7,Yes
2112,Male,12,8,Yes
2113,Female,4,5,Yes
2114,Male,22,8,Yes
2115,Male,21,8,Yes
2116,Male,17,9,Yes
2117,Male,15,2,No
2118,Male,6,3,No
2119,Male,16,1,No
2120,Female,17,4,Yes
2121,Female,3,5,Yes
2122,Male,10,1,No
2123,Male,5,8,No
2124,Male,14,2,No
2125,Female,26,1,No
2126,Female,29,2,Yes
2127,Female,21,5,No
2128,Female,13,9,Yes
2129,Female,26,9,No
2130,Female,6,2,Yes
2131,Female,12,2,Yes
2132,Female,26,3,Yes
2133,Female,8,7,Yes
2134,Male,5,3,No
2135,Male,30,1,Yes
2136,Male,15,6,Yes
2137,Male,27,3,No
2138,Female,16,1,No
2139,Female,1,4,No
2140,Male,16,1,No
2141,Female,5,1,Yes
2142,Male,3,2,No
2143,Female,20,8,Yes
2144,Male,15,2,No
2145,Female,13,2,Yes
2146,Female,24,8,No
2147,Male,16,6,No
2148,Female,23,4,No
2149,Male,11,3,No
2150,Male,21,1,Yes
2151,Male,2,3,No
2152,Male,22,9,Yes
2153,Female,27,5,Yes
2154,Female,6,6,No
2155,Female,26,5,No
2156,Male,26,1,Yes
2157,Female,30,1,Yes
2158,Male,27,4,Yes
2159,Female,6,3,Yes
2160,Female,14,8,Yes
2161,Female,25,7,No
2162,Male,11,7,No
2163,Female,8,8,Yes
2164,Female,8,7,No
2165,Male,1,2,Yes
2166,Female,21,4,No
2167,Male,7,6,Yes
2168,Female,6,3,No
2169,Male,21,3,No
2170,Male,8,6,Yes
2171,Female,19,1,No
2172,Male,22,1,Yes
2173,Male,21,5,Yes
2174,Male,24,1,No
2175,Male,20,8,Yes
2176,Male,8,2,No
2177,Male,26,6,No
2178,Female,14,5,Yes
2179,Male,18,4,No
2180,Male,25,1,Yes
2181,Female,29,3,Yes
2182,Female,16,4,No
2183,Female,9,2,Yes
2184,Female,15,2,No
2185,Female,30,2,No
2186,Female,26,1,Yes
2187,Female,10,2,No
2188,Male,29,6,Yes
2189,Male,22,3,Yes
2190,Female,16,5,Yes
2191,Male,4,1,Yes
2192,Male,20,8,No
2193,Male,13,4,Yes
2194,Female,22,9,Yes
2195,Female,5,4,Yes
2196,Male,22,2,No
2197,Female,7,3,No
2198,Male,23,5,Yes
2199,Male,9,6,No
2200,Male,8,7,No
2201,Male,29,4,Yes
2202,Female,16,7,Yes
2203,Female,6,3,No
2204,Female,28,7,No
2205,Male,16,4,No
2206,Female,6,8,Yes
2207,Male,14,9,No
2208,Female,21,7,No
2209,Male,1,8,No
2210,Male,25,8,No
2211,Male,9,2,Yes
2212,Female,25,9,Yes
2213,Female,27,6,Yes
2214,Female,24,4,No
2215,Female,13,5,Yes
2216,Male,26,5,No
2217,Female,29,7,No
2218,Female,19,9,Yes
2219,Male,17,7,No
2220,Male,11,9,No
2221,Male,28,4,No
2222,Female,28,4,Yes
2223,Male,8,6,Yes
2224,Male,23,8,Yes
2225,Male,29,9,Yes
2226,Female,5,1,Yes
2227,Male,10,1,Yes
2228,Female,7,8,Yes
2229,Female,10,7,Yes
2230,Male,4,9,Yes
2231,Male,9,3,Yes
2232,Female,27,5,No
2233,Male,26,3,Yes
2234,Male,14,5,No
2235,Female,2,1,No
2236,Female,25,4,Yes
2237,Male,9,6,Yes
2238,Female,21,2,No
2239,Male,27,7,Yes
2240,Male,1,8,Yes
2241,Male,23,1,No
2242,Female,10,4,Yes
2243,Male,10,4,Yes
2244,Male,20,5,No
2245,Male,25,4,No
2246,Female,22,9,No
2247,Female,29,7,Yes
2248,Female,3,2,No
2249,Female,6,1,Yes
2250,Female,29,9,Yes
2251,Male,26,1,Yes
2252,Female,6,6,No
2253,Female,21,2,Yes
2254,Female,2,4,Yes
2255,Male,26,6,No
2256,Female,26,5,No
2257,Female,18,6,Yes
2258,Male,23,3,No
2259,Female,2,5,Yes
2260,Male,12,2,Yes
2261,Male,22,7,Yes
2262,Male,5,3,No
2263,Male,20,1,No
2264,Male,7,8,Yes
2265,Female,24,8,Yes
2266,Male,16,3,Yes
2267,Male,20,7,Yes
2268,Female,1,9,No
2269,Male,1,8,No
2270,Female,17,3,No
2271,Female,27,2,No
2272,Female,1,7,No
2273,Male,21,7,Yes
2274,Male,20,9,No
2275,Male,13,5,Yes
2276,Female,30,4,Yes
2277,Male,9,8,No
2278,Male,15,4,No
2279,Male,3,4,Yes
2280,Female,14,2,Yes
2281,Female,23,1,Yes
2282,Male,11,4,No
2283,Male,24,7,No
2284,Male,22,9,No
2285,Male,12,9,No
2286,Female,13,1,Yes
2287,Female,26,5,No
2288,Female,13,7,Yes
2289,Female,1,7,No
2290,Male,24,6,No
2291,Male,10,4,No
2292,Male,3,3,Yes
2293,Female,24,9,Yes
2294,Male,28,4,No
2295,Female,4,8,Yes
2296,Female,16,1,Yes
2297,Male,8,7,No
2298,Male,16,6,No
2299,Male,27,1,Yes
2300,Female,17,4,No
2301,Male,19,5,Yes
2302,Female,22,8,Yes
2303,Male,15,4,No
2304,Female,16,3,Yes
2305,Female,15,2,No
2306,Male,25,4,Yes
2307,Female,2,4,Yes
2308,Female,11,5,Yes
2309,Male,1,7,Yes
2310,Female,15,9,Yes
2311,Male,26,2,Yes
2312,Female,19,5,No
2313,Male,4,9,Yes
2314,Male,11,3,Yes
2315,Female,5,1,Yes
2316,Female,3,2,No
2317,Female,13,6,Yes
2318,Female,10,5,Yes
2319,Female,11,1,Yes
2320,Male,18,1,No
2321,Female,2,4,No
2322,Male,7,4,No
2323,Male,9,6,Yes
2324,Female,10,6,Yes
2325,Male,18,6,Yes
2326,Male,23,1,No
2327,Male,7,9,Yes
2328,Male,27,7,No
2329,Female,7,7,No
2330,Male,3,7,Yes
2331,Female,12,2,Yes
2332,Female,7,2,No
2333,Male,17,6,Yes
2334,Female,26,7,No
2335,Female,1,3,No
2336,Female,5,4,Yes
2337,Male,16,3,Yes
2338,Female,15,7,Yes
2339,Female,2,7,Yes
2340,Female,9,4,Yes
2341,Male,7,7,Yes
2342,Female,4,5,Yes
2343,Male,20,1,No
2344,Male,18,4,Yes
2345,Male,21,7,Yes
2346,Male,4,2,Yes
2347,Male,28,2,Yes
2348,Male,13,1,No
2349,Female,1,2,Yes
2350,Male,28,8,No
2351,Female,24,8,No
2352,Female,3,8,No
2353,Male,16,1,No
2354,Female,30,1,No
2355,Female,22,4,Yes
2356,Female,4,6,No
2357,Female,25,8,No
2358,Male,23,2,Yes
2359,Female,25,3,No
2360,Male,16,6,Yes
2361,Female,26,4,Yes
2362,Female,19,2,Yes
2363,Male,1,7,Yes
2364,Female,5,4,No
2365,Female,19,8,No
2366,Female,22,8,No
2367,Male,24,7,Yes
2368,Female,11,9,Yes
2369,Male,13,4,Yes
2370,Female,20,7,No
2371,Male,5,1,Yes
2372,Male,21,4,No
2373,Female,4,2,No
2374,Female,4,9,Yes
2375,Male,4,5,Yes
2376,Male,4,3,Yes
2377,Female,20,4,Yes
2378,Male,21,6,Yes
2379,Female,18,1,No
2380,Female,18,7,No
2381,Female,16,8,Yes
2382,Female,9,7,Yes
2383,Male,18,7,Yes
2384,Female,22,9,No
2385,Male,2,4,No
2386,Female,21,7,No
2387,Male,4,9,No
2388,Female,12,5,Yes
2389,Male,7,2,No
2390,Male,15,5,No
2391,Female,7,4,Yes
2392,Female,29,8,Yes
2393,Female,22,5,No
2394,Female,26,9,Yes
2395,Male,21,9,Yes
2396,Female,17,3,Yes
2397,Male,16,6,No
2398,Male,28,6,No
2399,Female,19,4,Yes
2400,Male,9,3,Yes
2401,Male,14,1,No
2402,Male,17,7,No
2403,Male,5,5,Yes
2404,Female,2,7,Yes
2405,Female,20,1,No
2406,Female,16,8,Yes
2407,Female,14,3,No
2408,Male,14,7,Yes
2409,Male,27,3,No
2410,Female,1,3,Yes
2411,Female,3,9,No
2412,Female,26,2,Yes
2413,Male,7,4,Yes
2414,Female,26,6,Yes
2415,Female,15,3,Yes
2416,Female,19,7,No
2417,Male,20,7,Yes
2418,Male,2,5,No
2419,Male,19,3,No
2420,Male,9,2,Yes
2421,Male,19,4,No
2422,Male,27,4,Yes
2423,Male,5,8,No
2424,Male,18,8,Yes
2425,Female,16,5,Yes
2426,Female,4,6,No
2427,Male,12,8,No
2428,Male,29,1,Yes
2429,Female,7,5,No
2430,Male,14,4,Yes
2431,Male,23,4,Yes
2432,Male,12,2,No
2433,Female,3,1,Yes
2434,Female,5,6,No
2435,Female,17,7,Yes
2436,Female,26,5,Yes
2437,Female,10,8,Yes
2438,Male,10,9,No
2439,Female,11,2,Yes
2440,Male,17,4,Yes
2441,Male,5,9,No
2442,Female,13,5,Yes
2443,Female,10,3,No
2444,Male,9,6,No
2445,Male,17,3,No
2446,Male,1,5,Yes
2447,Female,4,3,No
2448,Female,4,6,Yes
2449,Female,18,5,No
2450,Female,9,9,Yes
2451,Female,30,3,No
2452,Male,25,6,No
2453,Female,29,8,No
2454,Male,29,7,Yes
2455,Male,18,6,No
2456,Male,14,2,Yes
2457,Female,25,7,Yes
2458,Female,15,8,Yes
2459,Female,6,1,Yes
2460,Male,24,9,Yes
2461,Male,10,4,Yes
2462,Male,29,8,No
2463,Male,15,7,No
2464,Male,29,7,Yes
2465,Male,4,2,Yes
2466,Female,18,1,No
2467,Female,18,4,No
2468,Female,25,2,Yes
2469,Female,17,8,No
2470,Male,12,7,Yes
2471,Male,7,8,No
2472,Female,16,6,No
2473,Male,11,1,No
2474,Female,14,9,No
2475,Female,3,6,No
2476,Female,19,1,Yes
2477,Male,18,1,Yes
2478,Female,30,8,No
2479,Female,10,6,Yes
2480,Female,6,8,Yes
2481,Male,13,8,No
2482,Male,10,8,Yes
2483,Female,18,7,Yes
2484,Male,26,7,No
2485,Male,20,4,Yes
2486,Male,26,9,No
2487,Male,16,2,No
2488,Male,25,9,Yes
2489,Male,25,3,No
2490,Male,6,2,Yes
2491,Male,13,4,Yes
2492,Male,4,5,No
2493,Male,23,2,Yes
2494,Female,14,1,Yes
2495,Female,1,5,Yes
2496,Male,28,9,Yes
2497,Female,20,5,Yes
2498,Female,5,9,Yes
2499,Male,8,6,Yes
2500,Male,12,3,No
2501,Male,2,4,Yes
2502,Female,12,4,No
2503,Female,5,1,No
2504,Male,22,3,Yes
2505,Male,5,3,No
2506,Male,13,1,No
2507,Female,9,9,No
2508,Female,10,1,Yes
2509,Female,1,9,No
2510,Female,30,1,No
2511,Male,3,2,No
2512,Male,30,2,No
2513,Male,18,6,No
2514,Male,12,7,No
2515,Female,29,1,Yes
2516,Female,3,3,No
2517,Male,26,2,No
2518,Male,25,8,Yes
2519,Female,29,9,Yes
2520,Male,30,2,No
2521,Female,9,2,No
2522,Male,26,9,Yes
2523,Male,2,4,No
2524,Male,30,5,No
2525,Male,3,9,Yes
2526,Male,14,6,No
2527,Male,4,9,Yes
2528,Male,25,9,No
2529,Female,19,7,No
2530,Female,13,9,Yes
2531,Female,7,5,Yes
2532,Female,12,5,No
2533,Female,3,8,No
2534,Male,23,4,No
2535,Male,23,9,Yes
2536,Female,9,7,Yes
2537,Male,2,7,Yes
2538,Female,29,3,Yes
2539,Female,22,4,Yes
2540,Male,9,7,Yes
2541,Male,12,5,No
2542,Male,12,3,Yes
2543,Female,15,1,Yes
2544,Male,2,7,Yes
2545,Female,18,6,Yes
2546,Female,13,7,No
2547,Female,14,2,Yes
2548,Male,5,4,No
2549,Male,26,2,Yes
2550,Female,10,8,No
2551,Male,12,7,Yes
2552,Male,10,1,Yes
2553,Male,24,2,Yes
2554,Female,11,2,Yes
2555,Female,25,4,No
2556,Male,2,3,No
2557,Female,5,1,Yes
2558,Male,30,2,Yes
2559,Male,7,9,No
2560,Male,6,1,No
2561,Male,22,9,No
2562,Female,23,7,Yes
2563,Female,3,2,No
2564,Female,13,2,Yes
2565,Male,3,5,Yes
2566,Male,26,5,No
2567,Male,25,4,Yes
2568,Female,30,3,Yes
2569,Male,24,4,No
2570,Female,21,4,Yes
2571,Female,6,2,No
2572,Female,11,5,No
2573,Female,28,5,No
2574,Female,26,5,Yes
2575,Female,17,1,No
2576,Male,10,6,No
2577,Male,12,2,Yes
2578,Female,17,7,Yes
2579,Female,4,4,No
2580,Male,2,5,Yes
2581,Female,11,5,Yes
2582,Female,7,5,Yes
2583,Male,2,2,Yes
2584,Female,26,5,Yes
2585,Female,18,3,No
2586,Female,21,4,No
2587,Male,4,2,No
2588,Male,8,4,Yes
2589,Male,20,9,Yes
2590,Female,14,8,No
2591,Female,12,3,No
2592,Male,22,1,No
2593,Female,21,1,Yes
2594,Female,27,6,No
2595,Female,30,3,Yes
2596,Female,18,4,No
2597,Female,11,1,No
2598,Male,29,8,Yes
2599,Female,28,1,Yes
2600,Male,30,5,No
2601,Female,8,6,No
2602,Male,2,2,No
2603,Female,25,7,Yes
2604,Male,15,7,Yes
2605,Female,9,1,No
2606,Male,19,4,No
2607,Female,20,4,No
2608,Male,8,5,Yes
2609,Female,25,1,No
2610,Male,19,1,No
2611,Male,5,7,Yes
2612,Female,11,9,No
2613,Female,15,1,No
2614,Male,8,2,Yes
2615,Female,19,6,Yes
2616,Male,23,6,No
2617,Male,27,2,Yes
2618,Male,8,9,Yes
2619,Female,26,4,Yes
2620,Male,27,7,Yes
2621,Male,30,6,Yes
2622,Female,19,3,Yes
2623,Female,18,8,Yes
2624,Female,10,7,No
2625,Female,29,9,Yes
2626,Male,7,3,Yes
2627,Male,28,1,Yes
2628,Male,9,2,Yes
2629,Male,1,1,No
2630,Female,19,5,No
2631,Male,5,2,Yes
2632,Male,19,3,No
2633,Female,1,8,No
2634,Male,15,5,No
2635,Male,16,4,No
2636,Male,23,5,No
2637,Male,7,6,Yes
2638,Male,26,7,Yes
2639,Male,12,9,Yes
2640,Female,8,1,No
2641,Female,5,4,Yes
2642,Male,10,9,No
2643,Male,28,5,Yes
2644,Female,21,8,Yes
2645,Male,5,1,Yes
2646,Male,17,4,Yes
2647,Male,26,9,No
2648,Female,5,1,Yes
2649,Male,22,1,Yes
2650,Female,15,4,No
2651,Male,13,3,No
2652,Female,28,7,Yes
2653,Female,1,3,Yes
2654,Male,11,1,No
2655,Female,23,2,No
2656,Male,1,4,Yes
2657,Female,11,1,No
2658,Male,18,1,No
2659,Male,18,8,Yes
2660,Female,21,7,Yes
2661,Male,30,8,Yes
2662,Male,26,4,No
2663,Female,16,6,Yes
2664,Male,13,3,Yes
2665,Male,7,8,Yes
2666,Female,1,4,No
2667,Female,26,3,Yes
2668,Male,16,4,Yes
2669,Male,1,6,No
2670,Female,17,7,No
2671,Female,6,7,Yes
2672,Male,2,4,Yes
2673,Female,17,8,Yes
2674,Male,6,7,No
2675,Male,14,2,Yes
2676,Male,18,8,Yes
2677,Male,6,9,No
2678,Male,10,5,No
2679,Female,24,4,Yes
2680,Female,18,4,No
2681,Female,27,4,Yes
2682,Female,9,6,Yes
2683,Male,8,4,No
2684,Male,28,7,No
2685,Male,10,7,No
2686,Male,17,5,No
2687,Female,23,5,Yes
2688,Male,30,8,No
2689,Male,29,7,No
2690,Female,26,7,Yes
2691,Female,6,6,Yes
2692,Female,14,7,Yes
2693,Female,22,7,No
2694,Male,22,2,Yes
2695,Male,6,2,No
2696,Female,26,7,No
2697,Male,7,7,No
2698,Male,12,7,No
2699,Male,3,5,Yes
2700,Female,14,1,Yes
2701,Male,22,2,Yes
2702,Female,19,9,Yes
2703,Male,23,8,Yes
2704,Male,16,8,No
2705,Male,7,1,No
2706,Female,8,6,No
2707,Male,18,9,No
2708,Female,25,8,Yes
2709,Female,13,3,No
2710,Female,21,4,No
2711,Male,9,3,No
2712,Male,10,6,No
2713,Male,21,9,No
2714,Male,23,8,No
2715,Female,27,4,Yes
2716,Female,9,2,Yes
2717,Female,15,8,No
2718,Male,20,8,No
2719,Female,2,6,No
2720,Male,25,8,No
2721,Female,13,9,No
2722,Male,2,1,Yes
2723,Male,19,9,Yes
2724,Female,26,2,No
2725,Female,2,1,Yes
2726,Female,3,8,No
2727,Female,6,8,No
2728,Male,3,4,Yes
2729,Female,10,8,Yes
2730,Female,24,7,Yes
2731,Female,27,2,Yes
2732,Male,6,5,No
2733,Male,23,4,Yes
2734,Female,16,3,Yes
2735,Male,17,1,Yes
2736,Female,19,5,No
2737,Male,3,8,No
2738,Male,18,9,No
2739,Male,7,7,Yes
2740,Male,9,1,Yes
2741,Female,20,1,Yes
2742,Female,12,1,No
2743,Female,5,2,Yes
2744,Male,3,1,Yes
2745,Female,11,4,No
2746,Female,25,9,Yes
2747,Female,30,4,Yes
2748,Male,4,4,Yes
2749,Male,5,7,Yes
2750,Male,1,9,No
2751,Female,27,7,No
2752,Female,28,1,No
2753,Female,29,1,Yes
2754,Male,18,4,Yes
2755,Male,12,4,No
2756,Female,13,1,Yes
2757,Male,9,6,No
2758,Male,2,2,No
2759,Male,5,5,Yes
2760,Male,13,8,No
2761,Female,16,3,No
2762,Male,16,9,No
2763,Male,24,7,No
2764,Male,3,9,No
2765,Male,22,1,No
2766,Female,4,5,Yes
2767,Female,11,3,No
2768,Male,23,4,No
2769,Male,26,4,Yes
2770,Male,14,7,Yes
2771,Male,29,8,No
2772,Male,3,5,Yes
2773,Male,16,7,Yes
2774,Female,22,3,No
2775,Male,15,3,Yes
2776,Female,28,3,No
2777,Female,10,4,No
2778,Male,9,6,No
2779,Female,11,5,No
2780,Female,16,8,Yes
2781,Female,10,5,No
2782,Female,17,5,Yes
2783,Female,19,2,Yes
2784,Female,2,5,No
2785,Male,24,7,No
2786,Female,23,2,Yes
2787,Female,2,6,No
2788,Female,6,7,No
2789,Male,19,5,No
2790,Female,8,9,Yes
2791,Male,26,4,Yes
2792,Female,29,1,Yes
2793,Male,3,8,Yes
2794,Male,26,8,No
2795,Female,14,7,No
2796,Female,25,8,Yes
2797,Male,16,2,Yes
2798,Female,1,3,Yes
2799,Male,21,9,Yes
2800,Male,3,1,Yes
2801,Male,22,8,No
2802,Male,26,8,Yes
2803,Male,18,7,Yes
2804,Female,9,5,No
2805,Male,6,4,No
2806,Male,23,6,No
2807,Female,21,1,Yes
2808,Male,25,5,No
2809,Female,1,4,Yes
2810,Female,21,4,Yes
2811,Female,27,7,No
2812,Male,10,9,Yes
2813,Male,27,8,Yes
2814,Male,6,8,No
2815,Female,23,5,No
2816,Male,12,6,No
2817,Female,4,2,No
2818,Male,28,3,No
2819,Female,13,5,No
2820,Male,17,2,No
2821,Male,27,3,No
2822,Male,8,4,No
2823,Female,26,6,No
2824,Female,20,5,Yes
2825,Male,3,4,Yes
2826,Male,12,2,Yes
2827,Female,7,5,No
2828,Female,12,5,Yes
2829,Female,2,7,Yes
2830,Male,24,1,Yes
2831,Female,14,4,Yes
2832,Male,22,5,Yes
2833,Female,23,8,No
2834,Male,30,8,No
2835,Female,5,1,No
2836,Female,9,5,Yes
2837,Female,21,1,Yes
2838,Female,11,1,No
2839,Female,5,2,No
2840,Male,3,2,No
2841,Female,27,9,Yes
2842,Female,17,4,No
2843,Female,2,3,No
2844,Male,24,1,No
2845,Female,1,2,No
2846,Male,7,6,No
2847,Female,30,9,Yes
2848,Female,14,5,Yes
2849,Male,5,4,No
2850,Female,19,5,Yes
2851,Male,28,9,No
2852,Male,28,7,No
2853,Female,11,8,Yes
2854,Male,23,4,Yes
2855,Female,25,8,Yes
2856,Female,2,6,Yes
2857,Male,8,5,No
2858,Male,9,7,Yes
2859,Male,27,6,No
2860,Male,3,3,No
2861,Female,2,5,No
2862,Female,7,9,No
2863,Male,5,7,No
2864,Female,21,4,Yes
2865,Female,26,7,No
2866,Female,5,5,Yes
2867,Female,20,2,No
2868,Male,13,6,Yes
2869,Male,21,7,Yes
2870,Female,29,8,No
2871,Male,20,6,No
2872,Male,29,8,Yes
2873,Male,6,7,No
2874,Female,20,2,No
2875,Female,18,6,Yes
2876,Female,25,9,Yes
2877,Male,2,6,No
2878,Female,25,4,No
2879,Female,26,7,No
2880,Male,6,3,No
2881,Female,9,5,Yes
2882,Female,25,1,Yes
2883,Male,3,3,No
2884,Male,1,8,Yes
2885,Male,1,9,Yes
2886,Female,19,9,Yes
2887,Female,5,2,Yes
2888,Female,13,4,Yes
2889,Male,19,5,Yes
2890,Male,12,3,Yes
2891,Female,16,1,No
2892,Female,25,6,No
2893,Male,25,2,Yes
2894,Male,19,9,Yes
2895,Male,3,1,Yes
2896,Male,12,9,Yes
2897,Female,30,7,Yes
2898,Male,5,2,No
2899,Female,2,6,Yes
2900,Female,22,8,No
2901,Female,7,2,No
2902,Male,13,5,Yes
2903,Male,25,6,Yes
2904,Male,15,3,Yes
2905,Male,22,2,No
2906,Female,3,6,No
2907,Male,28,3,No
2908,Male,21,2,Yes
2909,Female,20,1,Yes
2910,Male,5,8,Yes
2911,Female,24,1,Yes
2912,Female,8,5,Yes
2913,Female,22,6,Yes
2914,Female,1,3,No
2915,Female,8,7,No
2916,Female,24,2,Yes
2917,Female,18,7,Yes
2918,Female,20,2,No
2919,Male,28,5,No
2920,Male,16,7,No
2921,Male,18,3,Yes
2922,Male,20,4,No
2923,Female,12,1,No
2924,Male,13,3,No
2925,Female,13,9,No
2926,Male,10,5,No
2927,Male,7,8,Yes
2928,Male,25,2,Yes
2929,Female,14,3,No
2930,Male,30,7,Yes
2931,Female,24,4,Yes
2932,Female,16,9,No
2933,Male,15,7,Yes
2934,Male,12,1,Yes
2935,Male,9,4,No
2936,Female,8,6,No
2937,Male,18,6,Yes
2938,Female,23,6,Yes
2939,Female,18,5,Yes
2940,Male,13,3,No
2941,Male,28,2,Yes
2942,Female,27,3,Yes
2943,Female,18,9,No
2944,Female,15,3,Yes
2945,Male,4,3,No
2946,Female,17,1,Yes
2947,Male,5,2,No
2948,Female,22,3,Yes
2949,Female,16,2,Yes
2950,Male,9,8,No
2951,Female,10,6,No
2952,Male,24,7,No
2953,Male,18,1,No
2954,Female,17,6,No
2955,Male,18,2,No
2956,Male,7,6,No
2957,Female,4,3,Yes
2958,Male,26,7,Yes
2959,Male,5,3,Yes
2960,Male,28,9,Yes
2961,Female,23,3,Yes
2962,Male,16,7,Yes
2963,Female,3,4,Yes
2964,Female,26,8,No
2965,Male,18,2,Yes
2966,Male,29,8,No
2967,Male,23,9,Yes
2968,Female,21,8,No
2969,Male,14,6,Yes
2970,Male,15,1,Yes
2971,Male,17,7,Yes
2972,Male,1,1,Yes
2973,Male,25,7,No
2974,Female,21,2,Yes
2975,Female,17,8,No
2976,Male,23,2,Yes
2977,Male,25,3,Yes
2978,Male,11,3,Yes
2979,Male,17,1,Yes
2980,Female,26,5,No
2981,Male,14,5,No
2982,Female,29,5,No
2983,Female,20,9,Yes
2984,Male,30,6,Yes
2985,Female,19,6,Yes
2986,Female,21,3,Yes
2987,Female,7,5,No
2988,Female,24,7,No
2989,Male,13,3,No
2990,Male,18,2,Yes
2991,Female,23,5,No
2992,Male,30,3,Yes
2993,Male,14,5,No
2994,Male,1,9,No
2995,Male,7,1,No
2996,Male,8,4,No
2997,Female,18,5,Yes
2998,Male,9,2,Yes
2999,Male,1,2,No
3000,Male,29,1,No
3001,Male,22,8,Yes
3002,Female,17,2,No
3003,Female,19,3,No
3004,Female,27,2,No
3005,Female,6,4,Yes
3006,Male,3,1,Yes
3007,Female,24,3,No
3008,Male,5,5,No
3009,Male,2,1,Yes
3010,Male,20,4,Yes
3011,Male,25,6,Yes
3012,Male,4,4,Yes
3013,Female,10,7,Yes
3014,Female,10,7,Yes
3015,Female,24,6,Yes
3016,Female,21,9,Yes
3017,Male,11,2,No
3018,Female,27,8,No
3019,Male,16,8,Yes
3020,Female,26,4,No
3021,Male,29,6,Yes
3022,Male,29,6,No
3023,Female,30,5,Yes
3024,Male,17,1,Yes
3025,Male,16,3,No
3026,Female,7,7,No
3027,Male,16,8,No
3028,Female,3,2,No
3029,Female,26,3,No
3030,Female,16,4,Yes
3031,Male,8,5,Yes
3032,Male,30,3,Yes
3033,Male,12,5,No
3034,Female,3,8,Yes
3035,Male,17,8,Yes
3036,Female,21,2,No
3037,Female,18,6,Yes
3038,Male,11,4,No
3039,Female,4,9,No
3040,Male,16,2,Yes
3041,Male,17,8,Yes
3042,Male,9,1,No
3043,Male,6,6,No
3044,Male,24,1,Yes
3045,Female,27,2,Yes
3046,Female,20,3,Yes
3047,Female,25,9,Yes
3048,Male,2,5,Yes
3049,Male,9,2,No
3050,Male,28,5,No
3051,Female,21,5,Yes
3052,Male,29,1,Yes
3053,Female,6,3,Yes
3054,Female,3,5,Yes
3055,Male,20,9,Yes
3056,Male,6,1,No
3057,Female,7,8,No
3058,Male,1,1,Yes
3059,Female,23,9,Yes
3060,Male,1,6,Yes
3061,Male,5,1,No
3062,Female,6,8,No
3063,Male,13,5,No
3064,Female,2,7,Yes
3065,Male,15,7,Yes
3066,Female,15,7,No
3067,Female,13,6,No
3068,Male,26,8,Yes
3069,Female,25,9,No
3070,Male,14,2,No
3071,Male,26,7,No
3072,Male,22,2,Yes
3073,Female,7,6,Yes
3074,Female,14,2,No
3075,Male,26,6,No
3076,Male,24,2,Yes
3077,Female,27,1,Yes
3078,Male,29,7,No
3079,Male,10,3,No
3080,Female,17,4,No
3081,Male,14,6,Yes
3082,Female,8,5,No
3083,Male,4,4,No
3084,Female,26,9,No
3085,Male,16,6,No
3086,Male,24,6,No
3087,Female,13,2,Yes
3088,Male,22,6,No
3089,Female,27,7,No
3090,Male,25,8,Yes
3091,Female,27,8,Yes
3092,Female,20,9,No
3093,Female,18,3,No
3094,Female,14,7,No
3095,Male,18,7,Yes
3096,Male,5,1,Yes
3097,Female,26,8,Yes
3098,Female,9,4,Yes
3099,Female,28,5,No
3100,Male,3,6,Yes
3101,Male,8,3,No
3102,Male,20,5,Yes
3103,Male,22,5,No
3104,Female,10,1,No
3105,Female,22,3,No
3106,Female,19,3,Yes
3107,Male,30,1,No
3108,Male,21,7,No
3109,Male,28,1,No
3110,Female,3,7,Yes
3111,Female,11,4,No
3112,Male,11,9,Yes
3113,Female,17,7,No
3114,Male,16,5,Yes
3115,Male,7,7,No
3116,Female,4,9,No
3117,Male,30,6,No
3118,Female,23,1,No
3119,Male,19,6,Yes
3120,Female,12,1,No
3121,Female,15,4,No
3122,Female,11,8,No
3123,Male,5,5,Yes
3124,Male,5,5,Yes
3125,Female,15,8,Yes
3126,Female,29,8,No
3127,Male,18,1,Yes
3128,Male,11,5,Yes
3129,Male,26,5,Yes
3130,Female,12,8,No
3131,Male,2,1,Yes
3132,Male,20,7,No
3133,Female,15,7,Yes
3134,Male,20,9,Yes
3135,Male,4,2,No
3136,Male,22,3,No
3137,Female,18,4,No
3138,Female,6,1,Yes
3139,Female,23,7,No
3140,Female,27,3,No
3141,Female,26,3,Yes
3142,Female,19,3,No
3143,Female,11,8,No
3144,Male,28,9,Yes
